customer_id,monthly_income,annual_income,monthly_expense,annual_expense,total_assets,total_debt,loan_balance,monthly_loan_payment,credit_score,past_overdue_count,target
C010039,4711652,56539824,1759672,21116064,256455946,15003871,14855299,208230,886,0,0
C010040,5612734,67352808,3741810,44901720,290002985,69104659,26192233,586088,735,0,0
C010041,4267697,51212364,2363920,28367040,72884021,77632073,77055204,973158,702,1,0
C010042,5853661,70243932,3926632,47119584,359402777,84362908,45432346,580741,735,0,0
C010043,2157946,25895352,1086766,13041192,175285665,16090224,16090224,62205,786,0,1
C010044,3210086,38521032,1798436,21581232,114277989,36081135,29907263,325497,672,0,0
C010045,3607527,43290324,3152001,37824012,391088635,54412511,50282127,620205,697,0,0
C010046,4967025,59604300,3452854,41434248,288721196,59494724,43735282,561778,777,0,0
C010047,3814954,45779448,1721215,20654580,138578206,57298162,36324216,353823,791,0,0
C010048,4331104,51973248,3390847,40690164,120233258,113850760,87078653,366086,711,2,1
C010049,6455006,77460072,3163070,37956840,281651299,72608717,56425795,216922,852,0,0
C010050,2771275,33255300,1787396,21448752,160491377,20811166,11090006,165199,873,0,0
C010051,5811622,69739464,5021671,60260052,387949765,97092879,92134891,576761,731,0,0
C010052,5358668,64304016,3322336,39868032,139615267,63213344,54771185,593160,761,0,0
C010053,4521755,54261060,2527532,30330384,201454592,35648369,35648369,577768,768,0,0
C010054,5871005,70452060,3532271,42387252,517159155,84232411,84232411,995884,645,0,0
C010055,3663891,43966692,2321647,27859764,127688482,54902352,38539696,455377,836,0,0
C010056,2732321,32787852,1431831,17181972,54212333,27330949,12204418,210237,736,0,0
C010057,3525867,42310404,2441088,29293056,272122438,55997551,51179195,420900,738,0,0
C010058,4107874,49294488,2153501,25842012,155325867,43800692,29373582,416660,734,0,0
C010059,7471849,89662188,3627488,43529856,182391372,21334342,21130701,582366,810,0,0
C010060,4387689,52652268,2378187,28538244,149903049,42678807,38769601,317241,780,0,0
C010061,4726774,56721288,3042334,36508008,794098032,156264188,156264188,1093221,721,0,0
C010062,1800000,21600000,1196728,14360736,65190722,41069729,27656509,236041,750,0,0
C010063,4916124,58993488,2332179,27986148,138537685,118157536,118157536,882255,643,0,0
C010064,1800000,21600000,1114039,13368468,93211404,27876103,24261473,225184,774,0,0
C010065,2896727,34760724,1680608,20167296,193540543,45782244,41130332,369127,796,0,0
C010066,5342405,64108860,3110336,37324032,897524040,23807792,23807792,540351,777,0,0
C010067,3899763,46797156,2137877,25654524,655160184,48080665,16355216,297225,760,0,0
C010068,5781226,69374712,3236692,38840304,192488581,72773999,38683560,669109,783,0,0
C010069,3486765,41841180,2052019,24624228,69740830,44170000,34631762,287944,827,1,1
C010070,3191968,38303616,1080715,12968580,173671335,28090410,20622129,305665,867,0,0
C010071,2871467,34457604,1799955,21599460,182329221,40150248,28300902,228273,801,0,0
C010072,3183503,38202036,1618262,19419144,175537693,38799406,29694792,194721,790,0,0
C010073,2752952,33035424,1842657,22111884,211111434,34307073,28006522,219389,761,0,0
C010074,1800000,21600000,877439,10529268,237785221,13047619,9142171,197895,877,0,1
C010075,6151307,73815684,3618193,43418316,287421028,62184537,30162010,127146,759,0,0
C010076,5672496,68069952,2217396,26608752,69643247,22801240,15209336,297711,822,0,0
C010077,6960377,83524524,3582370,42988440,326107470,104941301,104941301,679044,849,0,0
C010078,1800000,21600000,910862,10930344,21189862,13067494,13067494,103227,744,0,1
C010079,2821674,33860088,1464412,17572944,208168102,72982434,61141290,448069,705,0,0
C010080,6149983,73799796,2595139,31141668,855750557,56617256,56617256,620136,742,1,1
C010081,3887596,46651152,2888906,34666872,180136841,137368713,114171949,894328,742,0,0
C010082,4659965,55919580,3243596,38923152,42334495,86818786,85795300,619461,729,0,0
C010083,2518593,30223116,1115520,13386240,80964296,25989816,25989816,475352,740,0,0
C010084,3776174,45314088,2680156,32161872,65015244,37856517,23568425,315914,816,0,0
C010085,4324555,51894660,2803774,33645288,117411712,24524495,24524495,225635,838,0,0
C010086,3437329,41247948,1665761,19989132,197007626,53030469,38036299,168905,753,0,0
C010087,9521787,114261444,4947802,59373624,281044450,59393707,56507025,308173,833,0,0
C010088,3211541,38538492,2230444,26765328,23272560,26786009,26786009,231084,876,0,0
C010089,5047008,60564096,3903042,46836504,183052599,48951704,37265031,676875,843,0,0
C010090,2664591,31975092,1840376,22084512,31231411,25856032,22554001,427623,763,0,0
C010091,2256189,27074268,917143,11005716,101503598,37207496,37207496,372910,748,1,0
C010092,5838214,70058568,3783522,45402264,370586950,77827831,53546335,717233,816,0,0
C010093,4176794,50121528,2442785,29313420,143455083,74072496,59224291,429447,753,1,0
C010094,6411246,76934952,3411273,40935276,308489662,59268777,34929962,406552,793,0,0
C010095,3310505,39726060,2132704,25592448,106736649,44383723,24738097,228860,695,1,0
C010096,2126872,25522464,910589,10927068,71333122,12214417,11217632,85775,950,0,0
C010097,3823045,45876540,2448949,29387388,147902148,110697269,95787632,656563,733,0,0
C010098,2820628,33847536,2158859,25906308,103509582,41424992,34468076,262427,794,0,0
C010099,2246022,26952264,1889010,22668120,34712972,39298238,28396331,347035,803,0,1
C010100,10336340,124036080,4771506,57258072,332601014,116394193,87907661,1498141,704,0,0
C010101,4923916,59086992,2231930,26783160,298426976,25708371,23821939,204627,874,0,0
C010102,1800000,21600000,1089962,13079544,48942097,59703556,41939880,355062,705,0,0
C010103,1800000,21600000,1075484,12905808,74981657,21633817,9052831,201986,799,0,0
C010104,7434335,89212020,4753051,57036612,187342723,107470641,80496188,613776,777,0,0
C010105,2392613,28711356,1675982,20111784,111752844,9732021,3834674,139896,751,0,1
C010106,8920030,107040360,4251553,51018636,270828130,190179261,149714238,783497,842,0,0
C010107,4402276,52827312,2426382,29116584,479804958,22412968,22412968,612097,869,0,0
C010108,2074075,24888900,1103087,13237044,74854774,65644158,52783677,489251,779,0,0
C010109,2849656,34195872,2048602,24583224,210717350,44876076,29730754,270081,755,0,0
C010110,3555917,42671004,2007073,24084876,130555924,74889647,63805148,370459,794,0,0
C010111,5093835,61126020,2646869,31762428,505240761,53692090,35753762,548038,756,0,0
C010112,2688020,32256240,2452024,29424288,114395319,41721559,20779871,352693,640,2,1
C010113,4079601,48955212,1916130,22993560,202522510,21176204,21176204,196741,800,0,0
C010114,6535714,78428568,2393482,28721784,118239862,30687485,20378396,259625,837,0,0
C010115,2885092,34621104,2336498,28037976,44240423,14915064,14157352,177912,698,1,0
C010116,5769444,69233328,3155354,37864248,139123718,159029691,130598359,966983,875,0,0
C010117,2779457,33353484,1307745,15692940,294315117,23160275,19204349,199125,840,1,0
C010118,6882201,82586412,4384078,52608936,861662456,267705437,260793415,2015227,768,0,1
C010119,4913784,58965408,3428995,41147940,79051257,60722092,44622173,520042,805,0,0
C010120,3659145,43909740,2005189,24062268,134238598,42218033,42218033,376052,706,1,0
C010121,4549865,54598380,2612950,31355400,407122360,75303947,52406623,633055,754,0,0
C010122,3300111,39601332,2032498,24389976,146398822,97856096,97856096,484367,758,0,0
C010123,3017508,36210096,1487554,17850648,109325984,28921736,19395473,379574,725,0,0
C010124,1800000,21600000,852913,10234956,258478985,20125920,15006922,233086,763,0,0
C010125,5779726,69356712,2332036,27984432,251205313,48667530,46107498,451508,833,0,0
C010126,2211216,26534592,1628084,19537008,144895352,13302194,11239119,110381,827,0,0
C010127,3368879,40426548,2877911,34534932,30414364,27989962,21919921,72222,786,0,0
C010128,2370229,28442748,1471789,17661468,92267596,23607947,11467335,50000,807,0,0
C010129,4896839,58762068,2103767,25245204,139558466,177458289,177458289,1196962,845,0,0
C010130,1986150,23833800,1044069,12528828,183055439,44547589,40300943,205502,715,0,0
C010131,3754115,45049380,1534187,18410244,145512546,63838260,63804891,451570,785,0,0
C010132,3736354,44836248,1791091,21493092,594449303,6911857,5450884,74727,822,0,0
C010133,4414028,52968336,3519800,42237600,86708563,54913735,33124727,478328,694,0,0
C010134,2877669,34532028,1703788,20445456,201228709,59575870,56824289,389423,783,0,0
C010135,3430103,41161236,2525027,30300324,410371423,35123535,29166844,555468,740,0,0
C010136,3932535,47190420,3156426,37877112,66926306,56267143,56267143,470678,771,0,0
C010137,3344372,40132464,2419610,29035320,135357605,54491883,39615023,674441,709,0,0
C010138,3009199,36110388,1946064,23352768,140669102,65456148,54429226,594674,715,0,0
C010139,2787323,33447876,1751583,21018996,173867301,59764461,43956520,430434,744,0,0
C010140,4847080,58164960,3283118,39397416,228173102,53997755,52321640,526076,678,0,0
C010141,4149130,49789560,2850746,34208952,101971889,95720479,82143361,1054130,738,0,0
C010142,2794727,33536724,1182289,14187468,219727933,69208854,57912102,363274,783,0,0
C010143,1800000,21600000,1437193,17246316,181986967,36807916,30620928,264615,729,0,0
C010144,5626136,67513632,3658100,43897200,292583738,167504094,151384809,1238768,752,0,0
C010145,1800000,21600000,1032480,12389760,44664718,22965004,13239278,111061,787,0,0
C010146,6107995,73295940,3771171,45254052,123472343,75734840,44810384,726226,668,0,1
C010147,7548865,90586380,6450237,77402844,372730712,59300985,59300985,888138,807,0,0
C010148,6561845,78742140,5246579,62958948,325630098,143022962,143022962,1048412,714,0,0
C010149,7442888,89314656,4162979,49955748,996025991,43181730,40610621,1114953,775,0,0
C010150,3580090,42961080,2252256,27027072,242010327,80323505,49862695,512498,648,0,1
C010151,10889355,130672260,6915879,82990548,739206010,136752154,71520102,1182125,703,1,0
C010152,5189100,62269200,3535960,42431520,256140914,62027648,23708095,346795,844,0,0
C010153,3268765,39225180,1270471,15245652,166002539,34280345,27435354,182053,758,0,0
C010154,3614716,43376592,1746839,20962068,306794225,20128594,12237930,115144,784,0,0
C010155,3866970,46403640,1476101,17713212,70320290,109380665,90991875,783777,685,0,0
C010156,3112897,37354764,1763135,21157620,162597082,16465998,16465998,62258,784,0,0
C010157,6472842,77674104,4580529,54966348,103017194,132500839,107672230,873771,663,0,0
C010158,5244034,62928408,3059703,36716436,229335763,108593524,108593524,742961,713,1,0
C010159,1800000,21600000,758216,9098592,76568704,16835049,14931454,155117,838,0,0
C010160,3793561,45522732,1805188,21662256,234814161,129418986,115925345,699250,726,0,0
C010161,2609666,31315992,1781709,21380508,25797124,32007436,23548997,438520,793,0,0
C010162,5250354,63004248,3786951,45443412,115317725,83855667,44916827,435447,724,1,0
C010163,3186850,38242200,1375166,16501992,209048238,40013994,40013994,120567,849,0,0
C010164,3016521,36198252,1999274,23991288,470680395,14449776,14449776,70352,800,0,0
C010165,2067588,24811056,698554,8382648,40113078,35461960,35461960,242878,877,0,0
C010166,4973638,59683656,4041136,48493632,233918496,99362416,82049267,796396,728,0,0
C010167,4754605,57055260,1438860,17266320,201716369,19008636,19008636,102701,826,0,0
C010168,10466434,125597208,7199456,86393472,298322057,189162941,188239270,1347483,844,0,0
C010169,1825077,21900924,1144642,13735704,24019709,8904657,7998066,121284,752,0,0
C010170,2740538,32886456,1236924,14843088,116257817,46324091,46324091,393048,789,0,0
C010171,5171040,62052480,4362562,52350744,210437364,83038312,66223755,675109,642,0,0
C010172,1800000,21600000,1081461,12977532,38012280,49593849,43136765,231672,929,0,0
C010173,9396619,112759428,6608767,79305204,393039662,90227576,90227576,432652,800,0,0
C010174,7098069,85176828,3899212,46790544,400171096,57602111,41721744,632158,893,0,0
C010175,1881483,22577796,781313,9375756,125172278,21658099,21658099,230334,834,0,0
C010176,3031197,36374364,2171762,26061144,87603733,29002720,17439973,313099,780,0,0
C010177,3666898,44002776,2493825,29925900,105407289,17997699,17997699,272359,785,0,1
C010178,2364536,28374432,1333645,16003740,44255644,40271828,33634770,379503,641,0,0
C010179,3454036,41448432,1611819,19341828,580278048,42283438,36784348,469446,819,0,0
C010180,5922915,71074980,2209649,26515788,194983823,161137329,149713714,1166208,760,0,0
C010181,5070235,60842820,2316875,27802500,149167827,13798995,13798995,309282,760,0,0
C010182,2537678,30452136,752870,9034440,38883642,52966998,52966998,568504,869,0,0
C010183,4785570,57426840,2400101,28801212,308797119,40875342,39591353,306623,786,0,0
C010184,3456788,41481456,1762858,21154296,464047366,27629329,22825427,208467,686,0,0
C010185,5247776,62973312,2388201,28658412,85766164,12532988,12532988,142798,876,0,0
C010186,2476864,29722368,1338669,16064028,44886893,26406190,24530272,350931,802,1,0
C010187,5599671,67196052,4460432,53525184,541203381,201893175,176510821,1390779,760,0,1
C010188,4451076,53412912,3115444,37385328,166994072,122276258,122276258,652912,674,0,0
C010189,4342050,52104600,2330155,27961860,249520760,93072156,93072156,690287,758,0,0
C010190,4801571,57618852,2149201,25790412,107390036,125618649,114852037,844822,715,0,0
C010191,5640032,67680384,2823251,33879012,472802421,27237770,27237770,304946,771,0,0
C010192,3376598,40519176,2001451,24017412,128046992,28628389,11364819,67532,788,0,0
C010193,2356968,28283616,933689,11204268,110742147,32600685,26722550,401553,813,0,0
C010194,12000000,144000000,5636539,67638468,947481997,199501270,130739751,986633,850,0,0
C010195,4523986,54287832,2156341,25876092,280290609,54124672,41410837,582774,740,0,0
C010196,5858877,70306524,4512649,54151788,263023948,60997023,25348318,509435,727,1,1
C010197,3267436,39209232,2234089,26809068,433653487,32905701,15581789,163184,841,0,0
C010198,2824239,33890868,2591733,31100796,191232064,28682113,10910773,130736,741,0,0
C010199,3541859,42502308,1887779,22653348,103469123,41013447,35115811,259494,882,0,0
C010200,2369123,28429476,1084929,13019148,93789951,28903172,14841350,322717,890,0,0
C010201,3862605,46351260,2474960,29699520,113050993,83295153,79661042,603834,847,0,0
C010202,4665249,55982988,2632091,31585092,225084920,39099109,25419450,278119,769,0,0
C010203,5999453,71993436,3915020,46980240,160055976,332248104,323970462,2057222,750,0,0
C010204,3069515,36834180,1632553,19590636,119690780,28742106,19339456,439922,791,0,0
C010205,9631433,115577196,3750035,45000420,391223826,152960858,128325122,1274948,786,0,0
C010206,3548830,42585960,2584855,31018260,108982748,39014058,28142497,239903,808,0,0
C010207,1800000,21600000,450000,5400000,71322493,29908247,22428995,204772,902,0,0
C010208,4917020,59004240,2514523,30174276,473300997,42490571,30141464,98340,822,0,0
C010209,2933089,35197068,1973405,23680860,159687150,71139707,67743833,498497,818,0,0
C010210,4281198,51374376,1810786,21729432,346075028,77690944,65598254,708950,872,0,0
C010211,4048975,48587700,2089969,25079628,157634493,103622818,88495212,606424,786,0,0
C010212,5547643,66571716,1676105,20113260,247496166,62229612,40174185,354224,774,0,0
C010213,2422341,29068092,1261595,15139140,175524807,14796379,6862333,97557,895,0,0
C010214,6034695,72416340,2872493,34469916,269008539,96805711,81507218,810701,675,0,0
C010215,4296191,51554292,3201366,38416392,157282343,46453060,31183560,327002,842,0,0
C010216,6440559,77286708,4038413,48460956,102308010,139765741,139765741,942818,797,0,0
C010217,3192276,38307312,1648752,19785024,384981670,85117741,75796571,631075,775,0,0
C010218,3688134,44257608,1524882,18298584,152787544,47540560,28310202,199435,901,0,0
C010219,2351054,28212648,1179516,14154192,29687182,33677173,30924044,399034,827,0,0
C010220,3156826,37881912,1689766,20277192,127874746,87861834,68259740,527441,836,0,0
C010221,3476691,41720292,2012433,24149196,76786476,63189219,45940512,602250,846,0,0
C010222,1800000,21600000,1058492,12701904,30535078,12310511,5941725,50000,789,0,0
C010223,4674083,56088996,3366277,40395324,163736585,82290524,60284358,348260,776,1,0
C010224,5133648,61603776,3249126,38989512,370175499,65575537,40049346,623467,762,0,0
C010225,6322172,75866064,3875481,46505772,616851131,47674497,35239625,259207,838,0,0
C010226,2955041,35460492,1188043,14256516,68976399,48423734,34532857,370538,834,0,0
C010227,7570687,90848244,5543456,66521472,90293022,112155191,71323640,1036908,701,0,0
C010228,3397331,40767972,1608814,19305768,126605966,51908936,48851716,345642,776,0,0
C010229,4169502,50034024,1983938,23807256,221448331,60847007,25101454,510889,651,0,0
C010230,4406903,52882836,3099937,37199244,124005508,62372003,57240097,539289,666,1,0
C010231,4384808,52617696,2567073,30804876,736647744,46820062,28789444,436592,792,0,0
C010232,5920511,71046132,5089424,61073088,83869404,160234837,153919520,686197,750,0,0
C010233,4947963,59375556,3080296,36963552,698935161,124665950,95742254,725624,697,0,0
C010234,6085606,73027272,4686590,56239080,347945451,73350229,73350229,686082,738,0,0
C010235,2927587,35131044,759537,9114444,112777560,40536067,40536067,352058,879,0,0
C010236,6792575,81510900,2438411,29260932,561665172,134811363,120513602,911375,799,0,0
C010237,5153180,61838160,2657864,31894368,92462713,55285446,55285446,548016,777,0,0
C010238,2588428,31061136,1312996,15755952,40545273,126866276,122212505,708537,720,0,0
C010239,2662407,31948884,1195386,14344632,306466678,38429936,34852318,244757,822,0,0
C010240,3992089,47905068,2821544,33858528,212205052,27361169,13643353,123308,770,0,0
C010241,4146416,49756992,3016505,36198060,123982561,33815989,33815989,170980,717,0,0
C010242,4931036,59172432,3906105,46873260,143122586,64905713,38014465,392270,696,0,0
C010243,3187511,38250132,3214763,38577156,332805292,55968030,40689975,611872,678,1,1
C010244,4443136,53317632,2138779,25665348,214546761,133537612,130141652,790881,748,0,0
C010245,3790973,45491676,1900758,22809096,274525070,14632425,10563579,191558,809,0,0
C010246,4254281,51051372,2923028,35076336,259698751,119809804,74795388,460826,740,0,0
C010247,5470989,65651868,2500834,30010008,64591935,51652751,45818626,222463,785,0,0
C010248,3500160,42001920,1416302,16995624,187501084,71711964,64346290,491511,762,0,0
C010249,4809601,57715212,3100284,37203408,345589025,63276607,48082443,457602,763,0,0
C010250,3654068,43848816,2476669,29720028,205481739,49505284,29955820,373960,654,0,1
C010251,2609312,31311744,1813226,21758712,275461501,45556701,38863313,555123,678,0,1
C010252,4545363,54544356,2140353,25684236,559161724,62971798,42290248,212996,773,0,0
C010253,4730091,56761092,3009253,36111036,143986982,91082190,88455817,788570,782,0,0
C010254,3977377,47728524,1597805,19173660,197510827,40309468,26332936,152047,774,0,0
C010255,2005021,24060252,1039918,12479016,84900901,35859385,34490312,279122,835,1,0
C010256,3824064,45888768,1482705,17792460,263827660,112551790,112551790,716734,857,0,0
C010257,4544741,54536892,3334994,40019928,261843907,43724847,35028440,601285,664,0,0
C010258,2400422,28805064,1516263,18195156,27903024,34499602,27637252,269505,770,0,0
C010259,7016699,84200388,5973609,71683308,182929203,110229863,73071810,616654,696,0,0
C010260,3195292,38343504,1654152,19849824,121122682,40717329,34838385,383976,679,1,0
C010261,3053794,36645528,1684506,20214072,302522237,37895535,37895535,261922,864,0,0
C010262,2988203,35858436,1860942,22331304,143282808,40532299,32359214,287879,754,0,1
C010263,4793481,57521772,2733942,32807304,266119079,51121514,51121514,635814,739,0,0
C010264,5071821,60861852,2113748,25364976,96340528,110091926,107474114,874798,763,0,0
C010265,3437066,41244792,1561996,18743952,287930517,37196094,37196094,639785,744,0,0
C010266,9048622,108583464,7246075,86952900,720423451,72397428,39725599,516952,737,0,0
C010267,2180157,26161884,1038006,12456072,216728257,33807425,22202837,179249,773,0,0
C010268,3084097,37009164,1830565,21966780,484833367,15918633,6877420,61682,822,1,0
C010269,5302918,63635016,1870273,22443276,128674554,111652040,81298436,467980,784,0,0
C010270,7078351,84940212,3658550,43902600,144427712,83490423,76513665,670437,728,0,0
C010271,3377573,40530876,2250962,27011544,83133922,51050648,38260849,415579,764,0,0
C010272,5109462,61313544,3306455,39677460,91035322,72528671,51585529,170573,910,0,0
C010273,2708622,32503464,1880787,22569444,90919283,22435116,17719233,54172,750,0,0
C010274,4164389,49972668,2549888,30598656,182333543,37853930,25985613,499869,831,0,0
C010275,8854345,106252140,5153506,61842072,251913464,123644450,81691239,842126,734,0,1
C010276,3474885,41698620,2263410,27160920,297677833,75958538,59635381,672564,785,0,0
C010277,4746125,56953500,3779665,45355980,90364419,75518106,60005371,420837,675,0,0
C010278,5423431,65081172,3973803,47685636,231541071,60761100,33464311,1028016,687,0,0
C010279,2552791,30633492,1300303,15603636,104409469,102016574,86538606,536703,849,0,0
C010280,1800000,21600000,735530,8826360,211255078,25048386,25048386,177446,817,0,0
C010281,3126859,37522308,1340095,16081140,95235708,42275920,31582526,65717,828,0,0
C010282,3153426,37841112,1327582,15930984,96542255,43623582,33947383,401964,785,0,0
C010283,3696990,44363880,2512805,30153660,454279427,41091691,31648747,280161,791,0,0
C010284,6364814,76377768,2361623,28339476,370684720,85044602,59275731,539776,789,0,0
C010285,4095997,49151964,2568225,30818700,101619881,82111132,71198397,588761,701,0,0
C010286,3449302,41391624,2337963,28055556,132301593,35492529,26680216,282970,771,0,0
C010287,2865500,34386000,1148857,13786284,150282986,3292131,3292131,57310,877,0,0
C010288,5337658,64051896,4069868,48838416,209708790,87602264,82418428,421785,906,0,0
C010289,3029946,36359352,1992987,23915844,146523622,131823523,112931157,850552,650,1,1
C010290,5651024,67812288,2706818,32481816,217806341,36758957,27845960,218298,883,0,0
C010291,3362545,40350540,2495400,29944800,158617763,51967085,39086031,304700,794,0,0
C010292,4267100,51205200,2542576,30510912,92033972,78999278,49784061,751877,687,1,1
C010293,4884628,58615536,2714100,32569200,69000726,43757010,28027411,233653,862,0,0
C010294,5757562,69090744,3358925,40307100,182138090,32592146,18421534,648604,827,0,0
C010295,6689578,80274936,3112034,37344408,317872130,108342852,51057411,353403,843,0,0
C010296,6205188,74462256,3165523,37986276,71650863,36164246,25165117,479175,751,0,0
C010297,2422389,29068668,1381946,16583352,77721609,27183162,15272372,123044,824,0,0
C010298,12000000,144000000,6789372,81472464,109005398,72382060,72382060,653673,817,0,0
C010299,3736431,44837172,2828047,33936564,323301735,195441897,174164377,1334916,535,1,0
C010300,4411686,52940232,2652216,31826592,650790914,122376199,114581612,876407,709,0,0
C010301,2324024,27888288,1419073,17028876,119436452,30611872,24345496,343748,748,0,0
C010302,5252596,63031152,2938784,35265408,248394890,48200760,29519819,441233,786,0,0
C010303,3873430,46481160,1629100,19549200,206877406,29251138,19410415,402821,889,0,0
C010304,3252430,39029160,2196974,26363688,97694186,49631706,49631706,526916,809,0,0
C010305,7501736,90020832,3203014,38436168,287044723,42060257,40036793,824615,731,1,0
C010306,2322532,27870384,1695685,20348220,190465904,22028708,17919963,100270,740,0,0
C010307,4079616,48955392,2696067,32352804,76369058,78375350,69919652,552061,853,0,0
C010308,2591779,31101348,1578944,18947328,290260757,86997594,69437527,417054,810,0,0
C010309,4550787,54609444,3535138,42421656,191846022,67327144,44512690,413007,780,0,0
C010310,1800000,21600000,611910,7342920,35873781,11723834,11723834,126969,709,1,1
C010311,1976531,23718372,948955,11387460,91044006,11128663,11128663,88601,848,0,0
C010312,5528283,66339396,3398344,40780128,197061586,53600892,53600892,621269,748,0,0
C010313,3162086,37945032,2452610,29431320,111376902,51111471,51111471,325995,834,0,0
C010314,3132926,37595112,2074321,24891852,119844730,71373069,59860520,477636,833,0,0
C010315,3687830,44253960,3270376,39244512,532569031,97562232,89275292,678760,744,0,1
C010316,3186332,38235984,2014922,24179064,237285478,19515486,19515486,216320,721,0,0
C010317,3488952,41867424,1918392,23020704,117650430,55404908,33913631,450936,843,0,1
C010318,5287011,63444132,3037957,36455484,204710256,198645828,188131206,1498237,720,0,0
C010319,3942601,47311212,2286144,27433728,107501419,85625483,67511067,460055,814,0,0
C010320,3320611,39847332,1975391,23704692,253999819,26797920,12634267,608195,844,0,0
C010321,4579052,54948624,2574086,30889032,162481078,75162216,63891211,502769,725,1,0
C010322,7617459,91409508,3051234,36614808,199592706,86616185,63614305,1103402,770,0,0
C010323,2032430,24389160,1278032,15336384,38719000,15716380,13787680,65753,768,0,0
C010324,3708879,44506548,2375752,28509024,54493034,28317802,28317802,465518,840,0,0
C010325,7299285,87591420,5494078,65928936,803874410,33725213,33725213,334495,823,0,0
C010326,3208746,38504952,1818237,21818844,81714186,42512090,25850985,289331,772,0,0
C010327,4828411,57940932,3570115,42841380,144202397,58254925,39135174,664535,645,2,0
C010328,4211365,50536380,2637833,31653996,132323160,57589245,25972079,175392,716,0,0
C010329,3514275,42171300,2012699,24152388,590398200,17558442,8910553,196273,748,0,0
C010330,4543093,54517116,3309321,39711852,47125947,48626693,45096063,443889,748,0,0
C010331,3447886,41374632,1829018,21948216,579244848,59535611,59535611,445211,764,0,0
C010332,4679660,56155920,2400652,28807824,244867070,34446554,21714370,116701,825,0,0
C010333,1985847,23830164,925850,11110200,192581435,32253315,25969637,203809,723,0,0
C010334,3998254,47979048,2263139,27157668,175490973,16243242,16243242,254564,929,0,0
C010335,2692309,32307708,1846180,22154160,452307912,31459001,25266952,414439,724,0,0
C010336,5458470,65501640,2669732,32036784,312305517,34458875,20257994,109169,867,0,0
C010337,3491642,41899704,2042160,24505920,335369631,115080996,100175860,810536,786,0,0
